央视频道,#genre#
中国教育1,http://223.110.241.206:6610/gitv/live1/G_CETV-1/G_CETV-1#http://117.136.154.86/PLTV/88888888/224/3221225701/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225686/index.m3u8#http://117.136.154.68/PLTV/88888888/224/3221225639/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225547/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000076/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225706/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001063/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/cetv1hd.m3u8#http://ivi.bupt.edu.cn/hls/cetv1.m3u8#rtmp://58.200.131.2:1935/livetv/cetv1
中国教育2,http://223.110.241.206:6610/gitv/live1/G_CETV-2/G_CETV-2#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225710/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001064/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
中国教育3,http://223.110.241.206:6610/gitv/live1/G_CETV-3/G_CETV-3#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/cetv3.m3u8#rtmp://58.200.131.2:1935/livetv/cetv3
中国教育4,http://223.110.241.206:6610/gitv/live1/G_CETV-4/G_CETV-4#http://117.136.154.98/PLTV/88888888/224/3221225802/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225815/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000070/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225873/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001308/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/cetv4.m3u8#rtmp://58.200.131.2:1935/livetv/cetv4
山东教育,http://223.110.241.206:6610/gitv/live1/G_SDETV/G_SDETV#http://117.136.154.86/PLTV/88888888/224/3221225551/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000331/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001317/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/sdetv.m3u8#rtmp://58.200.131.2:1935/livetv/sdetv
弈坛春秋,http://223.110.241.206:6610/gitv/live1/G_YITANCQ/G_YITANCQ#http://111.20.105.60:6060/yinhe/2/ch00000090990000001322/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
中国交通,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000073/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226248/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001325/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
喜剧影院,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000602/index.m3u8
动作影院,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000603/index.m3u8
古装剧场,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000622/index.m3u8
中国达人秀,http://kuqq.tk/00/huya.php?id=11602047
卫视频道,#genre#
东方卫视,http://223.110.241.206:6610/gitv/live1/G_DONGFANG-CQ/G_DONGFANG-CQ#http://223.110.241.206:6610/gitv/live1/G_DONGFANG/G_DONGFANG#http://117.136.154.68/PLTV/88888888/224/3221225519/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225668/index.m3u8#http://117.136.154.86/PLTV/88888888/224/3221225602/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225596/index.m3u8#http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227208/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000309/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000022/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226261/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225797/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225789/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225599/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225676/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225835/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225622/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225976/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001028/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001336/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001041/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/dfhd.m3u8#http://ivi.bupt.edu.cn/hls/dftv.m3u8#rtmp://58.200.131.2:1935/livetv/dfhd#rtmp://58.200.131.2:1935/livetv/dftv
湖北卫视,http://223.110.241.206:6610/gitv/live1/G_HUBEI-CQ/G_HUBEI-CQ#http://223.110.241.206:6610/gitv/live1/G_HUBEI/G_HUBEI#http://117.136.154.68/PLTV/88888888/224/3221225532/index.m3u8#http://117.136.154.68/PLTV/88888888/224/3221225681/index.m3u8#http://117.136.154.86/PLTV/88888888/224/3221225616/index.m3u8#http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227211/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000325/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225760/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225863/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225674/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001347/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001299/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001057/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/hbhd.m3u8#http://ivi.bupt.edu.cn/hls/hbtv.m3u8#rtmp://58.200.131.2:1935/livetv/hbhd#rtmp://58.200.131.2:1935/livetv/hbtv
天津卫视,http://223.110.241.206:6610/gitv/live1/G_TIANJIN-CQ/G_TIANJIN-CQ#http://223.110.241.206:6610/gitv/live1/TJWS/TJWS#http://117.136.154.86/PLTV/88888888/224/3221225522/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225689/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225626/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000327/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225765/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225670/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001343/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001037/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/tjhd.m3u8#http://ivi.bupt.edu.cn/hls/tjtv.m3u8#rtmp://58.200.131.2:1935/livetv/tjhd
江西卫视,http://223.110.241.206:6610/gitv/live1/JXWS/JXWS#http://117.136.154.98/PLTV/88888888/224/3221225526/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225685/index.m3u8#http://117.136.154.68/PLTV/88888888/224/3221225621/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000335/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000035/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225764/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225682/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001045/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/jxhd.m3u8#http://ivi.bupt.edu.cn/hls/jxtv.m3u8#rtmp://58.200.131.2:1935/livetv/jxhd#rtmp://58.200.131.2:1935/livetv/jxtv
浙江卫视,http://223.110.241.206:6610/gitv/live1/G_ZHEJIANG-CQ/G_ZHEJIANG-CQ#http://223.110.241.206:6610/gitv/live1/G_ZHEJIANG/G_ZHEJIANG#http://117.136.154.68/PLTV/88888888/224/3221225691/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225518/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225593/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000305/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000016/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225788/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225664/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225845/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225642/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001026/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001345/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001052/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#rtmp://58.200.131.2:1935/livetv/zjhd#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225934/1.m3u8 
深圳卫视,http://223.110.241.206:6610/gitv/live1/G_SHENZHEN-CQ/G_SHENZHEN-CQ#http://223.110.241.206:6610/gitv/live1/G_SHENZHEN/G_SHENZHEN#http://117.136.154.86/PLTV/88888888/224/3221225674/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225537/index.m3u8#http://117.136.154.68/PLTV/88888888/224/3221225600/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000308/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000024/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225752/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225843/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225764/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225590/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001342/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001029/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001060/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/szhd.m3u8#http://ivi.bupt.edu.cn/hls/sztv.m3u8#rtmp://58.200.131.2:1935/livetv/szhd#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225848/1.m3u8 
湖南卫视,http://223.110.241.206:6610/gitv/live1/G_HUNAN-CQ/G_HUNAN-CQ#http://223.110.241.206:6610/gitv/live1/G_HUNAN/G_HUNAN#http://117.136.154.98/PLTV/88888888/224/3221225520/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225683/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225595/index.m3u8#http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227191/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000324/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000017/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225799/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225787/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225694/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225837/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225616/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001027/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001339/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001042/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/hunanhd.m3u8#http://ivi.bupt.edu.cn/hls/hunantv.m3u8#rtmp://58.200.131.2:1935/livetv/hunanhd#rtmp://58.200.131.2:1935/livetv/hunantv
北京卫视,http://223.110.241.206:6610/gitv/live1/G_BEIJING-CQ/G_BEIJING-CQ#http://223.110.241.206:6610/gitv/live1/G_BEIJING/G_BEIJING#http://117.136.154.68/PLTV/88888888/224/3221225656/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225517/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225601/index.m3u8#http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221225574/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000302/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000019/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225790/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225833/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225724/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225646/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225735/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001025/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001335/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001034/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/btv1hd.m3u8#http://ivi.bupt.edu.cn/hls/btv1.m3u8#rtmp://58.200.131.2:1935/livetv/btv1hd
广东卫视,http://223.110.241.206:6610/gitv/live1/G_GUANGDONG-CQ/G_GUANGDONG-CQ#http://223.110.241.206:6610/gitv/live1/G_GUANGDONG/G_GUANGDONG#http://117.136.154.68/PLTV/88888888/224/3221225679/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225515/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225597/index.m3u8#http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227249/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000307/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000025/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225757/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225680/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225692/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001031/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001337/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001058/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/gdhd.m3u8#http://ivi.bupt.edu.cn/hls/gdtv.m3u8#rtmp://58.200.131.2:1935/livetv/gdhd#rtmp://58.200.131.2:1935/livetv/gdtv
南方卫视,http://223.110.241.206:6610/gitv/live1/G_NANFANG/G_NANFANG#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225871/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001305/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
黑龙江卫视,http://223.110.241.206:6610/gitv/live1/G_HEILONGJIANG-CQ/G_HEILONGJIANG-CQ#http://223.110.241.206:6610/gitv/live1/ IANG/G_HEILONGJIANG#http://117.136.154.68/PLTV/88888888/224/3221225545/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225670/index.m3u8#http://117.136.154.86/PLTV/88888888/224/3221225598/index.m3u8#http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221227252/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000306/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000027/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225690/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001030/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001338/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/hljhd.m3u8#http://ivi.bupt.edu.cn/hls/hljtv.m3u8#rtmp://58.200.131.2:1935/livetv/hljhd#rtmp://58.200.131.2:1935/livetv/hljtv
江苏卫视,http://223.110.241.206:6610/gitv/live1/G_JIANGSU-CQ/G_JIANGSU-CQ#http://223.110.241.206:6610/gitv/live1/JSWS-HD/JSWS-HD#http://117.136.154.68/PLTV/88888888/224/3221225672/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225758/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225599/index.m3u8#http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227185/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000304/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000018/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225800/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225746/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225602/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225734/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001032/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001344/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001040/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/jshd.m3u8#http://ivi.bupt.edu.cn/hls/jstv.m3u8#rtmp://58.200.131.2:1935/livetv/jshd#rtmp://58.200.131.2:1935/livetv/jstv#rtsp://183.252.176.54/PLTV/88888888/224/3221226038/10000100000000060000000002296879_0.smil
山东卫视,http://223.110.241.206:6610/gitv/live1/SDWS/SDWS#http://223.110.241.206:6610/gitv/live1/G_SHANDONG-HQ/G_SHANDONG-HQ#http://117.136.154.68/PLTV/88888888/224/3221225687/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225534/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225603/index.m3u8#http://223.110.245.155/ott.js.chinamobile.com/PLTV/3/224/3221227258/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000301/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000051/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225771/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225841/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225796/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001341/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001053/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/sdhd.m3u8#http://ivi.bupt.edu.cn/hls/sdtv.m3u8#rtmp://58.200.131.2:1935/livetv/sdhd#rtmp://58.200.131.2:1935/livetv/sdtv
上海纪实,http://ivi.bupt.edu.cn/hls/docuchina.m3u8#rtmp://58.200.131.2:1935/livetv/docuchina
北京纪实,rtmp://58.200.131.2:1935/livetv/btv11hd
重庆卫视,http://223.110.241.206:6610/gitv/live1/G_CHONGQING/G_CHONGQING#http://117.136.154.98/PLTV/88888888/224/3221225521/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225796/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225624/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000341/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000023/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225791/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225592/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001297/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001050/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/cqhd.m3u8#http://ivi.bupt.edu.cn/hls/cqtv.m3u8#rtmp://58.200.131.2:1935/livetv/cqhd#rtmp://58.200.131.2:1935/livetv/cqtv#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225949/1.m3u8 
辽宁卫视,http://223.110.241.206:6610/gitv/live1/G_LIAONING-CQ/G_LIAONING-CQ#http://223.110.241.206:6610/gitv/live1/LNWS/LNWS#http://117.136.154.98/PLTV/88888888/224/3221225524/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225699/index.m3u8#http://117.136.154.86/PLTV/88888888/224/3221225619/index.m3u8#http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227410/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000326/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225772/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225861/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225726/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001296/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001340/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001043/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/lnhd.m3u8#http://ivi.bupt.edu.cn/hls/lntv.m3u8#rtmp://58.200.131.2:1935/livetv/lnhd#rtmp://58.200.131.2:1935/livetv/lntv
吉林卫视,http://223.110.241.206:6610/gitv/live1/G_JILIN/G_JILIN#http://117.136.154.98/PLTV/88888888/224/3221225773/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225622/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225806/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225539/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000036/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225804/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001049/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/jlhd.m3u8#http://ivi.bupt.edu.cn/hls/jltv.m3u8#rtmp://58.200.131.2:1935/livetv/jltv#http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
内蒙古卫视,http://223.110.241.206:6610/gitv/live1/G_NEIMENGGU/G_NEIMENGGU#http://117.136.154.86/PLTV/88888888/224/3221225535/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225627/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000040/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225626/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001035/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/nmtv.m3u8#rtmp://58.200.131.2:1935/livetv/nmtv#http://live.m2oplus.nmtv.cn/1/sd/live.m3u8 
